v1,v2
spam,Aadhaar KYC pending. Update or PAN frozen: aadhaar.gov.verifySBI http://secure-link582.in
ham,Meeting postponed to tomorrow
spam,Traffic challan Rs.SBI. Pay or vehicle seized: paytm.me/ch118
ham,Amazon order #AMZ77432 delivered successfully. Rate now.
spam,Happy New Year 2026 🎊 Personalised card from family. Open: bit.ly/nygiftSBI (malware risk) Urgent! Click now or lose access.
spam,Flipkart lucky draw winner! ₹5000 gift. Click bit.ly/winSBI
ham,OTP for Paytm login: 92218. Do not share.
ham,Happy Birthday bhai 🎉
ham,"A/c *0966 Debited for Rs.10.00 on 17-03-2026 08:28:05 by Mob Bk ref no 474427685418 Avl Bal Rs:451.74.If not you, Call 1800222243 -Union Bank of India"
ham,OTP for Paytm login: 6439. Do not share.
ham,OTP for Paytm login: 29970. Do not share.
spam,Traffic challan Rs.Axis. Pay or vehicle seized: paytm.me/ch438 http://secure-link223.in
ham,Meeting at 4PM today bro. Confirm?
spam,Free iPhone 16 offer. Limited stock: amazon-fake.in/luxAxis Urgent! Click now or lose access.
ham,Airtel Thanks: Bill paid Rs.499.
ham,Happy Birthday bhai 🎉
ham,"A/c *0966 Debited for Rs.10.00 on 17-03-2026 08:28:05 by Mob Bk ref no 474427685418 Avl Bal Rs:451.74.If not you, Call 1800222243 -Union Bank of India"
spam,Your device has virus. Install this app to clean
ham,OTP for Paytm login: 62946. Do not share.
ham,Jio: Recharge done. Enjoy 1.5GB/day for 28 days.
ham,Bro where are you?
spam,Your bank account needs urgent KYC update else blocked in 24hrs. Link: securebankHDFC.in http://secure-link478.in
ham,Happy Birthday bhai 🎉
spam,Papa accident. Transfer Rs.5000 urgently to this number. http://secure-link236.in
ham,"A/c *0966 Debited for Rs.10.00 on 17-03-2026 08:28:05 by Mob Bk ref no 474427685418 Avl Bal Rs:451.74.If not you, Call 1800222243 -Union Bank of India"
spam,🎉 Congratulations! You won ₹SBI lakh. Claim now: goo.gl/claim394 Share bank details Urgent! Click now or lose access. http://secure-link948.in
ham,Jio: Recharge done. Enjoy 1.5GB/day for 28 days.
spam,Aadhaar KYC pending. Update or PAN frozen: aadhaar.gov.verifyHDFC http://secure-link655.in
spam,"Instant loan ₹50,000 approved! OTP to disburse: call 1800Union Urgent! Click now or lose access."
spam,SBI/HDFC Alert: Suspicious activity. Share OTP to verify or account frozen. Call 1800222242 http://secure-link138.in
spam,Free iPhone 16 offer. Limited stock: amazon-fake.in/luxSBI
spam,Device infected! Call Microsoft 1800Axis now to fix. http://secure-link909.in
spam,Work from home job ₹2000/day. Send Rs.499 registration: whatsapp.me/jobHDFC http://secure-link115.in
ham,Your Google verification code is 90034. Never share.
spam,Papa accident. Transfer Rs.5000 urgently to this number. Urgent! Click now or lose access.
spam,"Dear customer, your SBI account will be blocked today. Update KYC immediately: bit.ly/758. Do not ignore!"
ham,Amazon order #AMZ69224 delivered successfully. Rate now.
ham,Airtel Thanks: Bill paid Rs.499.
ham,Flipkart: Your package will arrive tomorrow.
ham,Amazon order #AMZ46485 delivered successfully. Rate now.
ham,Amazon order #AMZ75647 delivered successfully. Rate now.
ham,Meeting at 4PM today bro. Confirm?
spam,Work from home job ₹2000/day. Send Rs.499 registration: whatsapp.me/jobSBI
ham,Amazon order #AMZ70108 delivered successfully. Rate now.
ham,Flipkart: Your package will arrive tomorrow.
ham,Jio: Recharge done. Enjoy 1.5GB/day for 28 days.
spam,Flipkart lucky draw winner! ₹5000 gift. Click bit.ly/winUnion
spam,Your SIM will be deactivated in 2hrs. Port now: 98xxxxxxxx Urgent! Click now or lose access.
spam,New Year reward ₹1000 from Jio. Claim gift link
ham,"A/c *0966 Debited for Rs.10.00 on 17-03-2026 08:28:05 by Mob Bk ref no 474427685418 Avl Bal Rs:451.74.If not you, Call 1800222243 -Union Bank of India"
spam,Flipkart lucky draw winner! ₹5000 gift. Click bit.ly/winSBI
spam,India Post: Parcel held due to address issue. Pay Rs.49 to redeliver: tinyurl.com/postUnion Urgent! Click now or lose access.
spam,🎉 Congratulations! You won ₹HDFC lakh. Claim now: goo.gl/claim267 Share bank details http://secure-link755.in
ham,Your SBI A/c credited Rs.5000 via IMPS. Avl Bal Rs.12450. Thank you.
spam,Aadhaar KYC pending. Update or PAN frozen: aadhaar.gov.verifyAxis http://secure-link133.in
spam,India Post: Parcel held due to address issue. Pay Rs.49 to redeliver: tinyurl.com/postSBI Urgent! Click now or lose access.
spam,Free iPhone 16 offer. Limited stock: amazon-fake.in/luxAxis Urgent! Click now or lose access. http://secure-link933.in
spam,New Year reward ₹1000 from Jio. Claim gift link
ham,"A/c *0966 Debited for Rs.10.00 on 17-03-2026 08:28:05 by Mob Bk ref no 474427685418 Avl Bal Rs:451.74.If not you, Call 1800222243 -Union Bank of India"
spam,Device infected! Call Microsoft 1800SBI now to fix.
spam,SBI/HDFC Alert: Suspicious activity. Share OTP to verify or account frozen. Call 1800222242 Urgent! Click now or lose access.
ham,Jio: Recharge done. Enjoy 1.5GB/day for 28 days.
ham,OTP for Paytm login: 26633. Do not share.
spam,"Instant loan ₹50,000 approved! OTP to disburse: call 1800Axis http://secure-link383.in"
ham,Meeting at 4PM today bro. Confirm?
ham,Airtel Thanks: Bill paid Rs.499.
spam,"Dear customer, your Axis account will be blocked today. Update KYC immediately: bit.ly/685. Do not ignore!"
ham,Your Google verification code is 89823. Never share.
ham,Your SBI A/c credited Rs.5000 via IMPS. Avl Bal Rs.12450. Thank you.
ham,Jio: Recharge done. Enjoy 1.5GB/day for 28 days.
ham,Your SBI A/c credited Rs.5000 via IMPS. Avl Bal Rs.12450. Thank you.
ham,OTP for Paytm login: 60183. Do not share.
ham,Meeting at 4PM today bro. Confirm?
ham,Your Google verification code is 51738. Never share.
spam,SBI/HDFC Alert: Suspicious activity. Share OTP to verify or account frozen. Call 1800222242 Urgent! Click now or lose access. http://secure-link187.in
spam,"Dear customer, your Union account will be blocked today. Update KYC immediately: bit.ly/507. Do not ignore!"
spam,Traffic challan Rs.HDFC. Pay or vehicle seized: paytm.me/ch381
ham,UPI payment successful Rs.299
ham,Meeting at 4PM today bro. Confirm?
ham,Your SBI A/c credited Rs.5000 via IMPS. Avl Bal Rs.12450. Thank you.
spam,"Dear customer, your Axis account will be blocked today. Update KYC immediately: bit.ly/646. Do not ignore!"
spam,Electricity bill overdue Rs.SBI. Pay now or power cut: pay.bill770.in http://secure-link166.in
ham,Airtel Thanks: Bill paid Rs.499.
ham,Your Google verification code is 92834. Never share.
ham,Meeting at 4PM today bro. Confirm?
spam,Traffic challan Rs.SBI. Pay or vehicle seized: paytm.me/ch668 Urgent! Click now or lose access.
ham,Happy Birthday bhai 🎉
spam,Flipkart lucky draw winner! ₹5000 gift. Click bit.ly/winHDFC
spam,New Year reward ₹1000 from Jio. Claim gift link
spam,Work from home job ₹2000/day. Send Rs.499 registration: whatsapp.me/jobHDFC
spam,🎉 Congratulations! You won ₹SBI lakh. Claim now: goo.gl/claim191 Share bank details
ham,Meeting at 4PM today bro. Confirm?
ham,"A/c *0966 Debited for Rs.10.00 on 17-03-2026 08:28:05 by Mob Bk ref no 474427685418 Avl Bal Rs:451.74.If not you, Call 1800222243 -Union Bank of India"
spam,"Dear customer, your Union account will be blocked today. Update KYC immediately: bit.ly/284. Do not ignore!"
spam,New Year reward ₹1000 from Jio. Claim gift link
spam,Work from home job ₹2000/day. Send Rs.499 registration: whatsapp.me/jobHDFC Urgent! Click now or lose access.
ham,Jio: Recharge done. Enjoy 1.5GB/day for 28 days.
ham,Swiggy order on the way ETA 15 min
spam,Your SIM will be deactivated in 2hrs. Port now: 98xxxxxxxx http://secure-link132.in
spam,Amazon delivery failed. Call 1800SBI or order cancelled.
spam,Free iPhone 16 offer. Limited stock: amazon-fake.in/luxHDFC http://secure-link225.in
ham,Amazon order #AMZ3198 delivered successfully. Rate now.
spam,Happy New Year 2026 🎊 Personalised card from family. Open: bit.ly/nygiftUnion (malware risk)
spam,SBI/HDFC Alert: Suspicious activity. Share OTP to verify or account frozen. Call 1800222242
spam,Happy New Year 2026 🎊 Personalised card from family. Open: bit.ly/nygiftUnion (malware risk)
ham,Your Google verification code is 88614. Never share.
spam,Aadhaar KYC pending. Update or PAN frozen: aadhaar.gov.verifySBI http://secure-link132.in
spam,Amazon delivery failed. Call 1800HDFC or order cancelled. http://secure-link268.in
ham,Amazon order #AMZ24667 delivered successfully. Rate now.
spam,"Dear customer, your Axis account will be blocked today. Update KYC immediately: bit.ly/493. Do not ignore! Urgent! Click now or lose access."
spam,"Instant loan ₹50,000 approved! OTP to disburse: call 1800HDFC Urgent! Click now or lose access. http://secure-link828.in"
ham,Airtel Thanks: Bill paid Rs.499.
ham,Your SBI A/c credited Rs.5000 via IMPS. Avl Bal Rs.12450. Thank you.
spam,Your SIM will be deactivated in 2hrs. Port now: 98xxxxxxxx
ham,Your Google verification code is 20318. Never share.
ham,Happy Birthday bhai 🎉
spam,Device infected! Call Microsoft 1800Union now to fix. Urgent! Click now or lose access. http://secure-link781.in
spam,Amazon delivery failed. Call 1800Union or order cancelled. Urgent! Click now or lose access. http://secure-link531.in
ham,OTP for Paytm login: 43844. Do not share.
ham,Swiggy order on the way ETA 15 min
spam,SBI/HDFC Alert: Suspicious activity. Share OTP to verify or account frozen. Call 1800222242 Urgent! Click now or lose access. http://secure-link870.in
spam,Device infected! Call Microsoft 1800Axis now to fix. http://secure-link825.in
spam,Amazon delivery failed. Call 1800SBI or order cancelled. Urgent! Click now or lose access. http://secure-link405.in
spam,Papa accident. Transfer Rs.5000 urgently to this number.
ham,Flipkart: Your package will arrive tomorrow.
ham,OTP for Paytm login: 51879. Do not share.
ham,Your SBI A/c credited Rs.5000 via IMPS. Avl Bal Rs.12450. Thank you.
spam,Work from home job ₹2000/day. Send Rs.499 registration: whatsapp.me/jobHDFC Urgent! Click now or lose access.
ham,Meeting postponed to tomorrow
spam,Device infected! Call Microsoft 1800Union now to fix. Urgent! Click now or lose access.
spam,"Instant loan ₹50,000 approved! OTP to disburse: call 1800SBI Urgent! Click now or lose access."
spam,Papa accident. Transfer Rs.5000 urgently to this number. Urgent! Click now or lose access.
spam,Your SIM will be deactivated in 2hrs. Port now: 98xxxxxxxx http://secure-link764.in
spam,Papa accident. Transfer Rs.5000 urgently to this number.
ham,Your Google verification code is 21206. Never share.
ham,OTP for Paytm login: 11563. Do not share.
ham,Bro where are you?
spam,Aadhaar KYC pending. Update or PAN frozen: aadhaar.gov.verifyHDFC Urgent! Click now or lose access. http://secure-link870.in
spam,Electricity bill overdue Rs.HDFC. Pay now or power cut: pay.bill107.in Urgent! Click now or lose access.
spam,Your device has virus. Install this app to clean
spam,Papa accident. Transfer Rs.5000 urgently to this number. Urgent! Click now or lose access. http://secure-link119.in
ham,Amazon order #AMZ45550 delivered successfully. Rate now.
spam,Work from home job ₹2000/day. Send Rs.499 registration: whatsapp.me/jobHDFC Urgent! Click now or lose access. http://secure-link746.in
spam,🎉 Congratulations! You won ₹HDFC lakh. Claim now: goo.gl/claim663 Share bank details http://secure-link646.in
ham,Meeting at 4PM today bro. Confirm?
ham,OTP for Paytm login: 13626. Do not share.
ham,Flipkart: Your package will arrive tomorrow.
ham,Happy Birthday bhai 🎉
spam,Flipkart lucky draw winner! ₹5000 gift. Click bit.ly/winUnion
ham,Amazon order #AMZ23132 delivered successfully. Rate now.
spam,Amazon delivery failed. Call 1800Axis or order cancelled. http://secure-link597.in
ham,OTP for Paytm login: 47971. Do not share.
ham,Jio: Recharge done. Enjoy 1.5GB/day for 28 days.
spam,Your bank account needs urgent KYC update else blocked in 24hrs. Link: securebankSBI.in Urgent! Click now or lose access.
spam,Income tax refund ₹25000 pending. Share PAN now
spam,SBI/HDFC Alert: Suspicious activity. Share OTP to verify or account frozen. Call 1800222242 http://secure-link411.in
spam,Happy New Year 2026 🎊 Personalised card from family. Open: bit.ly/nygiftSBI (malware risk)
ham,Your Google verification code is 68713. Never share.
ham,"A/c *0966 Debited for Rs.10.00 on 17-03-2026 08:28:05 by Mob Bk ref no 474427685418 Avl Bal Rs:451.74.If not you, Call 1800222243 -Union Bank of India"
spam,Happy New Year 2026 🎊 Personalised card from family. Open: bit.ly/nygiftSBI (malware risk)
ham,Happy Birthday bhai 🎉
spam,SBI/HDFC Alert: Suspicious activity. Share OTP to verify or account frozen. Call 1800222242 http://secure-link144.in
spam,Electricity bill overdue Rs.Axis. Pay now or power cut: pay.bill995.in Urgent! Click now or lose access.
ham,Swiggy order on the way ETA 15 min
ham,Amazon order #AMZ70526 delivered successfully. Rate now.
ham,Your SBI A/c credited Rs.5000 via IMPS. Avl Bal Rs.12450. Thank you.
spam,Device infected! Call Microsoft 1800Axis now to fix. http://secure-link733.in
ham,Meeting at 4PM today bro. Confirm?
ham,"A/c *0966 Debited for Rs.10.00 on 17-03-2026 08:28:05 by Mob Bk ref no 474427685418 Avl Bal Rs:451.74.If not you, Call 1800222243 -Union Bank of India"
spam,"Dear customer, your SBI account will be blocked today. Update KYC immediately: bit.ly/599. Do not ignore!"
ham,Flipkart: Your package will arrive tomorrow.
ham,Meeting postponed to tomorrow
spam,Free iPhone 16 offer. Limited stock: amazon-fake.in/luxAxis http://secure-link303.in
spam,Free iPhone 16 offer. Limited stock: amazon-fake.in/luxHDFC Urgent! Click now or lose access.
ham,Jio: Recharge done. Enjoy 1.5GB/day for 28 days.
spam,Traffic challan Rs.SBI. Pay or vehicle seized: paytm.me/ch552 Urgent! Click now or lose access. http://secure-link568.in
spam,"Dear customer, your SBI account will be blocked today. Update KYC immediately: bit.ly/405. Do not ignore! Urgent! Click now or lose access."
ham,Airtel Thanks: Bill paid Rs.499.
ham,Flipkart: Your package will arrive tomorrow.
ham,Jio: Recharge done. Enjoy 1.5GB/day for 28 days.
ham,Airtel Thanks: Bill paid Rs.499.
ham,Meeting at 4PM today bro. Confirm?
ham,Your Google verification code is 70715. Never share.
spam,Device infected! Call Microsoft 1800Axis now to fix. http://secure-link483.in
spam,India Post: Parcel held due to address issue. Pay Rs.49 to redeliver: tinyurl.com/postAxis
ham,Your SBI A/c credited Rs.5000 via IMPS. Avl Bal Rs.12450. Thank you.
spam,Your device has virus. Install this app to clean
spam,KYC registration of random person detected on your number. Verify: link
spam,India Post: Parcel held due to address issue. Pay Rs.49 to redeliver: tinyurl.com/postHDFC Urgent! Click now or lose access.
spam,New Year reward ₹1000 from Jio. Claim gift link bit.ly/urgent
ham,"A/c *0966 Debited for Rs.10.00 on 17-03-2026 08:28:05 by Mob Bk ref no 474427685418 Avl Bal Rs:451.74.If not you, Call 1800222243 -Union Bank of India"
spam,Traffic challan Rs.HDFC. Pay or vehicle seized: paytm.me/ch377 http://secure-link330.in
spam,🎉 Congratulations! You won ₹SBI lakh. Claim now: goo.gl/claim388 Share bank details http://secure-link108.in
spam,Amazon delivery failed. Call 1800Union or order cancelled. Urgent! Click now or lose access. http://secure-link666.in
ham,OTP for Paytm login: 64736. Do not share.
spam,Papa accident. Transfer Rs.5000 urgently to this number. Urgent! Click now or lose access. http://secure-link739.in
ham,Happy Birthday bhai 🎉
spam,Your SIM will be deactivated in 2hrs. Port now: 98xxxxxxxx
ham,Jio: Recharge done. Enjoy 1.5GB/day for 28 days.
spam,Happy New Year 2026 🎊 Personalised card from family. Open: bit.ly/nygiftHDFC (malware risk) Urgent! Click now or lose access.
ham,Airtel Thanks: Bill paid Rs.499.
spam,Device infected! Call Microsoft 1800Union now to fix.
ham,Jio: Recharge done. Enjoy 1.5GB/day for 28 days.
ham,"A/c *0966 Debited for Rs.10.00 on 17-03-2026 08:28:05 by Mob Bk ref no 474427685418 Avl Bal Rs:451.74.If not you, Call 1800222243 -Union Bank of India"
spam,Your SIM will be deactivated in 2hrs. Port now: 98xxxxxxxx Urgent! Click now or lose access. http://secure-link377.in
spam,India Post: Parcel held due to address issue. Pay Rs.49 to redeliver: tinyurl.com/postHDFC
spam,Device infected! Call Microsoft 1800HDFC now to fix. http://secure-link502.in
ham,Airtel Thanks: Bill paid Rs.499.
ham,Bro where are you?
spam,Electricity bill overdue Rs.Union. Pay now or power cut: pay.bill426.in
ham,Happy Birthday bhai 🎉
ham,Your SBI A/c credited Rs.5000 via IMPS. Avl Bal Rs.12450. Thank you.
ham,Meeting at 4PM today bro. Confirm?
ham,Airtel Thanks: Bill paid Rs.499.
ham,Meeting at 4PM today bro. Confirm?
spam,"Instant loan ₹50,000 approved! OTP to disburse: call 1800HDFC Urgent! Click now or lose access. http://secure-link523.in"
spam,"Dear customer, your Union account will be blocked today. Update KYC immediately: bit.ly/300. Do not ignore!"
